



0.5	-6007.4414 	 	
1	-4177.4902
2	-4157.2969
3	-2601.6199 
4	-2958.4431
5	-3814.1345 
6	-3727.1753
7	-3647.9695
8	-3596.9863
9	-3555.7393
10	-3518.5713 
11	-3499.4585
12	-3477.8313 
13	-3447.6416
14	-3435.0569
15	-3417.4929 
16	-3409.4424
17	-3398.7759 










# temperature	Energy		




# spin config = all 1
# tmcc = 5000
# omcc = 50
# J=1
#n = 1000

