 -0.99900001       1.1701986    
 -0.98900002       1.1677829    
 -0.97900003       1.1459503    
 -0.96900004       1.0646100    
 -0.95900005       1.0615402    
 -0.94900006       1.0475184    
 -0.93900007       1.0313060    
 -0.92900008       1.0184042    
 -0.91900009      0.97409177    
 -0.90900010      0.92572707    
 -0.89900011      0.91425020    
 -0.88900012      0.89241302    
 -0.87900013      0.86686659    
 -0.86900014      0.84348726    
 -0.85900015      0.81896484    
 -0.84900016      0.78566146    
 -0.83900017      0.75768542    
 -0.82900017      0.72939527    
 -0.81900018      0.70090115    
 -0.80900019      0.67316973    
 -0.79900020      0.64324236    
 -0.78900021      0.61347187    
 -0.77900022      0.58827096    
 -0.76900023      0.56073326    
 -0.75900024      0.53257215    
 -0.74900025      0.50416350    
 -0.73900026      0.46999681    
 -0.72900027      0.43658644    
 -0.71900028      0.41154388    
 -0.70900029      0.38052529    
 -0.69900030      0.34761411    
 -0.68900031      0.31434312    
 -0.67900032      0.26982474    
 -0.66900033      0.23884922    
 -0.65900034      0.20557573    
 -0.64900035      0.16688481    
 -0.63900036      0.12895396    
 -0.62900037      9.01806355E-02
 -0.61900038      4.92165610E-02
 -0.60900038      8.86165351E-03
 -0.59900039     -2.69134492E-02
 -0.58900040     -4.97284085E-02
 -0.57900041     -8.52572247E-02
 -0.56900042     -0.13232078    
 -0.55900043     -0.18563518    
 -0.54900044     -0.23835281    
 -0.53900045     -0.28183955    
 -0.52900046     -0.31121308    
 -0.51900047     -0.31904298    
 -0.50900048     -0.37730765    
 -0.49900049     -0.44265532    
 -0.48900050     -0.49981296    
 -0.47900051     -0.51610303    
 -0.46900052     -0.58811533    
 -0.45900053     -0.64556742    
 -0.44900054     -0.68694496    
 -0.43900055     -0.73702776    
 -0.42900056     -0.80524814    
 -0.41900057     -0.85020173    
 -0.40900058     -0.89666104    
 -0.39900059     -0.97192842    
 -0.38900059      -1.0360742    
 -0.37900060      -1.0633122    
 -0.36900061      -1.1572301    
 -0.35900062      -1.2242508    
 -0.34900063      -1.2363223    
 -0.33900064      -1.3374951    
 -0.32900065      -1.4197176    
 -0.31900066      -1.4859135    
 -0.30900067      -1.5527177    
 -0.29900068      -1.6474928    
 -0.28900069      -1.7060406    
 -0.27900070      -1.8108516    
 -0.26900071      -1.8549335    
 -0.25900072      -1.9930677    
 -0.24900071      -2.0633354    
 -0.23900071      -2.1935873    
 -0.22900070      -2.2674308    
 -0.21900070      -2.3894391    
 -0.20900069      -2.4435840    
 -0.19900069      -2.6405075    
 -0.18900068      -2.7224364    
 -0.17900068      -2.8630190    
 -0.16900067      -3.0034039    
 -0.15900066      -3.1609333    
 -0.14900066      -3.2630720    
 -0.13900065      -3.4735918    
 -0.12900065      -3.6475716    
 -0.11900065      -3.8211241    
 -0.10900065      -4.0354996    
 -9.90006551E-02  -4.2454033    
 -8.90006572E-02  -4.3248882    
 -7.90006593E-02  -4.8102999    
 -6.90006614E-02  -5.0962400    
 -5.90006635E-02  -5.2317858    
 -4.90006655E-02  -5.7846727    
 -3.90006676E-02  -6.0569096    
 -2.90006679E-02  -6.2537327    
 -1.90006681E-02  -7.2755013    
 -9.00066830E-03  -8.0804806    
